ID_ВАК;ЗАР_ПЛАТ;ТРЕБ_НАВ;ТРЕБ_ОП;РЕЖ_РАБ;ФОРМ_ЗАН
4543;87633;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4544;242307;python;1-3 года;4 часа в день;Гибрид
4545;260565;python;Нет опыта;Полный рабочий день;Офис
4546;89065;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
4547;270704;python;от 5 лет;Полный рабочий день;Офис
4548;191115;python;Нет опыта;4 часа в день;Удаленная работа
4549;224527;numpy,python;Нет опыта;4 часа в день;Офис
4550;115334;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4551;100141;numpy,excel,python;от 5 лет;Полный рабочий день;Гибрид
4552;116586;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4553;272269;;Нет опыта;Полный рабочий день;Удаленная работа
4554;157251;python;1-3 года;Полный рабочий день;Удаленная работа
4555;225426;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
4556;91059;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4557;163503;numpy,python;1-3 года;Полный рабочий день;Гибрид
4558;55080;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
4559;221489;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4560;208319;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4561;159381;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4562;187177;python;от 5 лет;4 часа в день;Гибрид
4563;168266;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4564;275063;numpy,excel,python,c++;Нет опыта;4 часа в день;Офис
4565;203065;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4566;99537;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4567;152860;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4568;70032;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4569;298643;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4570;54678;numpy,python;Нет опыта;4 часа в день;Гибрид
4571;223551;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4572;131641;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4573;196461;python;Нет опыта;Полный рабочий день;Удаленная работа
4574;178537;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
4575;154046;;от 5 лет;4 часа в день;Офис
4576;74818;;от 5 лет;4 часа в день;Гибрид
4577;76140;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4578;224614;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4579;104511;numpy,excel,python,c++;1-3 года;4 часа в день;Удаленная работа
4580;254973;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4581;145668;;от 5 лет;Полный рабочий день;Гибрид
4582;74085;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4583;296356;numpy,python;от 5 лет;4 часа в день;Гибрид
4584;130903;python;Нет опыта;Полный рабочий день;Гибрид
4585;54385;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4586;207938;python;1-3 года;Полный рабочий день;Удаленная работа
4587;292557;;Нет опыта;4 часа в день;Офис
4588;72932;;Нет опыта;Полный рабочий день;Гибрид
4589;228395;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4590;173909;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4591;185655;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Офис
4592;221788;numpy,python;1-3 года;4 часа в день;Гибрид
4593;170775;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4594;168323;numpy,python;Нет опыта;4 часа в день;Офис
4595;105275;numpy,python;от 5 лет;4 часа в день;Гибрид
4596;70791;numpy,python;1-3 года;4 часа в день;Удаленная работа
4597;112065;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
4598;81596;;1-3 года;Полный рабочий день;Офис
4599;270560;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
4600;134950;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4601;238104;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4602;147823;python;1-3 года;Полный рабочий день;Удаленная работа
4603;227525;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4604;74723;numpy,python;1-3 года;4 часа в день;Офис
4605;104422;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4606;125916;numpy,excel,python;1-3 года;Полный рабочий день;Гибрид
4607;278096;python;от 5 лет;Полный рабочий день;Гибрид
4608;217541;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4609;254020;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4610;67628;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4611;292841;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4612;224807;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4613;101020;;1-3 года;Полный рабочий день;Удаленная работа
4614;147896;numpy,excel,python;Нет опыта;Полный рабочий день;Гибрид
4615;153294;python;от 5 лет;4 часа в день;Гибрид
4616;111839;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4617;212425;numpy,excel,python,c++;Нет опыта;4 часа в день;Гибрид
4618;140488;python;Нет опыта;4 часа в день;Гибрид
4619;59201;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
4620;86227;numpy,python;от 5 лет;Полный рабочий день;Офис
4621;79450;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4622;66514;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4623;260921;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4624;271357;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
4625;233542;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
4626;158935;;1-3 года;Полный рабочий день;Гибрид
4627;190212;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
4628;55903;numpy,excel,python;Нет опыта;4 часа в день;Офис
4629;163785;numpy,excel,python;1-3 года;4 часа в день;Гибрид
4630;239186;;1-3 года;4 часа в день;Удаленная работа
4631;143876;python;Нет опыта;4 часа в день;Удаленная работа
4632;139593;numpy,python;Нет опыта;4 часа в день;Офис
4633;130402;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4634;214491;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
4635;262828;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
4636;120701;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4637;143526;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
4638;118067;python;от 5 лет;Полный рабочий день;Удаленная работа
4639;79209;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
4640;141729;numpy,excel,python;Нет опыта;4 часа в день;Офис
4641;100910;python;от 5 лет;4 часа в день;Офис
4642;116061;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4643;151708;;1-3 года;4 часа в день;Гибрид
4644;130863;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4645;267627;numpy,excel,python,c++;1-3 года;4 часа в день;Удаленная работа
4646;99248;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
4647;192318;numpy,python;от 5 лет;Полный рабочий день;Офис
4648;249777;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
4649;57424;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4650;248425;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
4651;299555;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4652;152464;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4653;147355;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4654;144892;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
4655;246507;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4656;278524;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4657;215966;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4658;116776;numpy,excel,python;Нет опыта;Полный рабочий день;Гибрид
4659;167291;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4660;218708;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4661;212263;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
4662;137202;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
4663;178385;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4664;238719;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4665;224794;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4666;132776;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
4667;271269;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4668;296801;numpy,python;1-3 года;4 часа в день;Офис
4669;168260;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4670;141819;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4671;132726;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4672;158811;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
4673;142822;numpy,python;1-3 года;4 часа в день;Гибрид
4674;89024;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
4675;295610;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
4676;270256;numpy,python;1-3 года;Полный рабочий день;Офис
4677;165430;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4678;69357;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4679;285938;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4680;58840;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4681;128488;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4682;156237;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4683;286085;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
4684;99886;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4685;256334;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4686;98237;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4687;194494;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4688;251335;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4689;202985;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4690;154379;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4691;195770;python;Нет опыта;Полный рабочий день;Удаленная работа
4692;100068;;1-3 года;Полный рабочий день;Гибрид
4693;285011;numpy,python;1-3 года;4 часа в день;Офис
4694;191648;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4695;296328;;от 5 лет;Полный рабочий день;Офис
4696;156494;numpy,excel,python,c++;от 5 лет;4 часа в день;Гибрид
4697;188538;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4698;128497;numpy,python;1-3 года;4 часа в день;Офис
4699;106961;numpy,excel,python;1-3 года;4 часа в день;Офис
4700;178109;;Нет опыта;4 часа в день;Офис
4701;138407;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
4702;111292;numpy,python;от 5 лет;4 часа в день;Гибрид
4703;77713;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4704;280948;python;1-3 года;4 часа в день;Гибрид
4705;227980;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
4706;148357;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4707;270331;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4708;247331;python;1-3 года;Полный рабочий день;Офис
4709;235601;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
4710;281239;python;Нет опыта;4 часа в день;Офис
4711;55853;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
4712;105851;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
4713;52314;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
4714;132196;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
4715;187977;;Нет опыта;4 часа в день;Гибрид
4716;59024;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4717;131830;numpy,python;1-3 года;Полный рабочий день;Офис
4718;145337;python;от 5 лет;4 часа в день;Офис
4719;246832;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4720;171857;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4721;176590;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4722;80146;numpy,python;1-3 года;Полный рабочий день;Офис
4723;163685;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4724;120407;numpy,python;1-3 года;Полный рабочий день;Гибрид
4725;90071;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4726;71824;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4727;89740;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
4728;139022;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4729;163045;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4730;141418;;1-3 года;Полный рабочий день;Гибрид
4731;123611;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4732;269326;numpy,python;1-3 года;Полный рабочий день;Гибрид
4733;152543;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4734;181543;python;1-3 года;Полный рабочий день;Офис
4735;255635;python;Нет опыта;Полный рабочий день;Удаленная работа
4736;144040;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4737;246098;;1-3 года;Полный рабочий день;Удаленная работа
4738;290355;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4739;94032;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4740;250936;numpy,excel,python,c++;от 5 лет;4 часа в день;Гибрид
4741;149950;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
4742;260391;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4743;265700;numpy,python;1-3 года;Полный рабочий день;Офис
4744;289662;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
4745;198388;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
4746;74045;;от 5 лет;4 часа в день;Удаленная работа
4747;117473;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
4748;234740;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4749;296119;numpy,python;1-3 года;Полный рабочий день;Гибрид
4750;75115;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4751;181160;python;1-3 года;4 часа в день;Удаленная работа
4752;271758;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4753;82754;numpy,python;Нет опыта;4 часа в день;Гибрид
4754;138185;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4755;107278;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
4756;294763;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
4757;276334;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4758;290760;numpy,python;Нет опыта;4 часа в день;Офис
4759;229703;numpy,python;1-3 года;4 часа в день;Гибрид
4760;162889;;Нет опыта;4 часа в день;Офис
4761;279296;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4762;103677;;Нет опыта;4 часа в день;Удаленная работа
4763;235692;numpy,excel,python;1-3 года;Полный рабочий день;Гибрид
4764;90069;numpy,excel,python,c++;Нет опыта;4 часа в день;Гибрид
4765;180746;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4766;128978;;Нет опыта;4 часа в день;Удаленная работа
4767;144234;numpy,python;1-3 года;Полный рабочий день;Гибрид
4768;177672;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4769;148869;numpy,python;Нет опыта;Полный рабочий день;Гибрид
4770;111449;;от 5 лет;Полный рабочий день;Гибрид
4771;104766;numpy,python;Нет опыта;4 часа в день;Гибрид
4772;84699;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
4773;235591;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
4774;53116;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
4775;107442;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
4776;98659;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4777;260921;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4778;56620;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
4779;131387;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Удаленная работа
4780;294411;numpy,excel,python;Нет опыта;Полный рабочий день;Офис
4781;153261;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4782;74635;python;1-3 года;Полный рабочий день;Офис
4783;118765;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4784;227402;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4785;52715;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4786;186554;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4787;286814;numpy,excel,python,c++;1-3 года;Полный рабочий день;Офис
4788;273965;;от 5 лет;4 часа в день;Офис
4789;262441;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4790;147999;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4791;55273;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
4792;96646;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Гибрид
4793;130534;python;Нет опыта;4 часа в день;Офис
4794;284011;numpy,excel,python;1-3 года;4 часа в день;Офис
4795;115508;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4796;276317;python;Нет опыта;4 часа в день;Офис
4797;197951;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4798;141050;numpy,excel,python;от 5 лет;4 часа в день;Удаленная работа
4799;152104;numpy,python;от 5 лет;Полный рабочий день;Гибрид
4800;70246;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
4801;195242;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
4802;198415;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4803;109838;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4804;276910;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Офис
4805;234126;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
4806;90174;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4807;226778;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
4808;228869;numpy,excel,python;от 5 лет;Полный рабочий день;Офис
4809;186544;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
4810;201178;;1-3 года;Полный рабочий день;Офис
4811;224862;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
4812;119642;excel,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4813;87698;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4814;216925;numpy,excel,python;от 5 лет;4 часа в день;Офис
4815;202933;python;1-3 года;Полный рабочий день;Офис
4816;124301;numpy,python;от 5 лет;Полный рабочий день;Офис
4817;143595;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4818;78303;;Нет опыта;4 часа в день;Гибрид
4819;98665;numpy,excel,python,c++;1-3 года;4 часа в день;Удаленная работа
4820;62171;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4821;247586;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4822;193214;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
4823;136561;numpy,python;от 5 лет;4 часа в день;Офис
4824;105151;numpy,excel,python;Нет опыта;4 часа в день;Офис
4825;238418;numpy,python;1-3 года;4 часа в день;Офис
4826;258928;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4827;270589;;от 5 лет;Полный рабочий день;Гибрид
4828;177806;numpy,python;1-3 года;4 часа в день;Офис
4829;92425;numpy,python;1-3 года;4 часа в день;Удаленная работа
4830;247725;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4831;68302;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4832;89519;numpy,excel,python;1-3 года;4 часа в день;Гибрид
4833;190185;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4834;268748;numpy,excel,python;1-3 года;4 часа в день;Гибрид
4835;180330;numpy,python;1-3 года;4 часа в день;Гибрид
4836;213073;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4837;262216;python;от 5 лет;Полный рабочий день;Офис
4838;63877;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4839;285695;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4840;69498;excel,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4841;246436;python;Нет опыта;Полный рабочий день;Удаленная работа
4842;229093;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4843;245080;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4844;273314;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
4845;257465;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4846;243429;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4847;84799;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4848;117114;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4849;272793;python;Нет опыта;Полный рабочий день;Гибрид
4850;207819;python;от 5 лет;4 часа в день;Удаленная работа
4851;67221;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4852;150846;python;1-3 года;4 часа в день;Гибрид
4853;198329;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
4854;165860;python;от 5 лет;Полный рабочий день;Гибрид
4855;222770;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4856;131999;numpy,python;Нет опыта;4 часа в день;Офис
4857;288655;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4858;213050;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4859;269263;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4860;231013;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4861;243696;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4862;93427;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4863;227829;numpy,python;1-3 года;4 часа в день;Офис
4864;289650;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4865;80734;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4866;64200;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
4867;212192;python;Нет опыта;Полный рабочий день;Гибрид
4868;259084;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4869;186574;numpy,excel,python,c++;от 5 лет;4 часа в день;Гибрид
4870;102974;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4871;256317;numpy,python;от 5 лет;4 часа в день;Удаленная работа
4872;129133;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
4873;259851;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Офис
4874;86643;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4875;137862;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4876;215011;numpy,python;1-3 года;4 часа в день;Гибрид
4877;146303;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4878;296470;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4879;165566;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
4880;179758;;Нет опыта;Полный рабочий день;Гибрид
4881;184904;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4882;76826;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
4883;115796;numpy,excel,python,c++;от 5 лет;4 часа в день;Офис
4884;116024;python;Нет опыта;Полный рабочий день;Удаленная работа
4885;154575;numpy,python;1-3 года;4 часа в день;Удаленная работа
4886;219562;numpy,python;от 5 лет;Полный рабочий день;Офис
4887;270825;;1-3 года;4 часа в день;Удаленная работа
4888;299782;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
